Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
4730_n_bay_rd_miami_beach,4730 N Bay Rd Miami Beach,"<p><strong>If you are looking for a place to buy or rent, we know what to offer you. </strong></p>
<p><span style=""text-decoration: underline;"">Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. </span></p>
<p>We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. <span style=""text-decoration: underline;"">Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</span> No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice.</p>
<p>Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. <em>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified.</em> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. </p>",Apparelix,New Homes,"Blog, Homes, Shipping Info & Return Policies",true,Interior,Bright,,,,,327AE-6,700.0,,99,deny,manual,1800.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_1.png?v=1619020766,1,,false,,,,,,,,,,,,,,,,,kg,,,active
4730_n_bay_rd_miami_beach,,,,,,,,Dark,,,,,556-62225,1500.0,,1,deny,manual,1700.00,2000.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_2.png?v=1619020766,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_2.png?v=1619020766,kg,,,
4730_n_bay_rd_miami_beach,,,,,,,,Other,,,,,'64554,300.0,shopify,50,deny,manual,2100.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_3.png?v=1619020766,3,,,,,,,,,,,,,,,,,,,kg,,,
4730_n_bay_rd_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_4.png?v=1619020766,4,,,,,,,,,,,,,,,,,,,,,,
4730_n_bay_rd_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/4730_n_bay_rd_miami_beach_5.png?v=1619020766,5,,,,,,,,,,,,,,,,,,,,,,
3525_walnut_ave_manhattan_beach,3525 Walnut Ave Manhattan Beach,"<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong><span style=""text-decoration: underline;"">Your trust will be justified.</span></strong></p>
<p>Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>
<p>Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions.</p>
<p><span style=""text-decoration: underline;""><em>All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. </em></span></p>
<p>Your trust will be justified. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>",Apparelix,Waterfront Homes,"",true,Title,Default Title,,,,,"",0.0,shopify,98,deny,manual,1400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3525_walnut_ave_manhattan_beach_1.png?v=1619020753,1,,false,,,,,,,,,,,,,,,,,kg,,,active
3525_walnut_ave_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3525_walnut_ave_manhattan_beach_2.png?v=1619020753,2,,,,,,,,,,,,,,,,,,,,,,
3525_walnut_ave_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3525_walnut_ave_manhattan_beach_3.png?v=1619020753,3,,,,,,,,,,,,,,,,,,,,,,
3525_walnut_ave_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3525_walnut_ave_manhattan_beach_4.png?v=1619020753,4,,,,,,,,,,,,,,,,,,,,,,
3525_walnut_ave_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3525_walnut_ave_manhattan_beach_5.png?v=1619020753,5,,,,,,,,,,,,,,,,,,,,,,
3243_back_cir,3243 Back Cir,"<p><em>Let us take all your troubles concerning the new place search. You will be pleased with the result. </em></p>
<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong>Your trust will be justified.</strong> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping.</p>
<p><span style=""text-decoration: underline;"">First of all, it is more expensive and requires a more careful attitude.</span> If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions.</p>
<p>Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</p>",Apparelix,Luxury Homes,"Condos, Homes for Sale, Rentals",true,Interior,Bright,Size,30x30m,Fullness,furnished,,1199.978614835,shopify,100,continue,manual,1900.00,2300.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_1.png?v=1619020739,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_1.png?v=1619020739,lb,,,active
3243_back_cir,,,,,,,,Dark,,30x30m,,furnished,,2500.0,shopify,100,deny,manual,1700.00,1800.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_2.png?v=1619020739,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_2.png?v=1619020739,kg,,,
3243_back_cir,,,,,,,,Bright,,90x90m,,furnished,,800.000862969,shopify,1,deny,manual,1500.00,1700.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_3.png?v=1619020739,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_3.png?v=1619020739,oz,,,
3243_back_cir,,,,,,,,Dark,,90x90m,,empty,,100.0,shopify,13,continue,manual,900.00,1100.00,true,true,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_4.png?v=1619020739,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_4.png?v=1619020739,g,,,
3243_back_cir,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3243_back_cir_5.png?v=1619020739,5,,,,,,,,,,,,,,,,,,,,,,
3105_vista_dr_manhattan_beach,3105 Vista Dr Manhattan Beach,"<p><strong>If you are looking for a place to buy or rent, we know what to offer you. </strong></p>
<p><span style=""text-decoration: underline;"">Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. </span></p>
<p>We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. <span style=""text-decoration: underline;"">Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</span> No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice.</p>
<p>Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. <em>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified.</em> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. </p>",Apparelix,New Homes,"Blog, Homes, Shipping Info & Return Policies",true,Title,Default Title,,,,,654654654-56,0.0,shopify,0,deny,manual,2000.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3105_vista_dr_manhattan_beach_1.png?v=1619020726,1,,false,,,,,,,,,,,,,,,,,kg,,,active
3105_vista_dr_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3105_vista_dr_manhattan_beach_2.png?v=1619020726,2,,,,,,,,,,,,,,,,,,,,,,
3105_vista_dr_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3105_vista_dr_manhattan_beach_3.png?v=1619020726,3,,,,,,,,,,,,,,,,,,,,,,
3105_vista_dr_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3105_vista_dr_manhattan_beach_4.png?v=1619020726,4,,,,,,,,,,,,,,,,,,,,,,
3105_vista_dr_manhattan_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/3105_vista_dr_manhattan_beach_5.png?v=1619020726,5,,,,,,,,,,,,,,,,,,,,,,
2444_prairie_ave_miami_beach,2444 Prairie Ave Miami Beach,"<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong><span style=""text-decoration: underline;"">Your trust will be justified.</span></strong></p>
<p>Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>
<p>Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions.</p>
<p><span style=""text-decoration: underline;""><em>All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. </em></span></p>
<p>Your trust will be justified. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives.</p>",Apparelix,Waterfront Homes,"",true,Title,Default Title,,,,,'327038,4500.0,shopify,100,deny,manual,1900.00,2000.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2444_prairie_ave_miami_beach_1.png?v=1619020714,1,,false,,,,,,,,,,,,,,,,,kg,,,active
2444_prairie_ave_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2444_prairie_ave_miami_beach_2.png?v=1619020714,2,,,,,,,,,,,,,,,,,,,,,,
2444_prairie_ave_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2444_prairie_ave_miami_beach_3.png?v=1619020714,3,,,,,,,,,,,,,,,,,,,,,,
2444_prairie_ave_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2444_prairie_ave_miami_beach_4.png?v=1619020714,4,,,,,,,,,,,,,,,,,,,,,,
2444_prairie_ave_miami_beach,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2444_prairie_ave_miami_beach_5.png?v=1619020714,5,,,,,,,,,,,,,,,,,,,,,,
2301_collins_ave_ph21_miami,2301 Collins Ave PH21 MIAMI,"<p><em>Let us take all your troubles concerning the new place search. You will be pleased with the result. </em></p>
<p>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve.</p>
<p><strong>Your trust will be justified.</strong> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping.</p>
<p><span style=""text-decoration: underline;"">First of all, it is more expensive and requires a more careful attitude.</span> If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues. No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions.</p>
<p>Trust our experience and we will help you make the right choice. Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</p>",Apparelix,Luxury Homes,"Condos, Homes for Sale, Rentals",true,Interior,Bright,,,,,327AE-6,700.0,,99,deny,manual,1200.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_1.png?v=1619020699,1,,false,,,,,,,,,,,,,,,,,kg,,,active
2301_collins_ave_ph21_miami,,,,,,,,Dark,,,,,556-62225,1500.0,,1,deny,manual,1500.00,1700.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_2.png?v=1619020699,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_2.png?v=1619020699,kg,,,
2301_collins_ave_ph21_miami,,,,,,,,Other,,,,,'64554,300.0,shopify,50,deny,manual,1400.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_3.png?v=1619020699,3,,,,,,,,,,,,,,,,,,,kg,,,
2301_collins_ave_ph21_miami,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_4.png?v=1619020699,4,,,,,,,,,,,,,,,,,,,,,,
2301_collins_ave_ph21_miami,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/2301_collins_ave_ph21_miami_5.png?v=1619020699,5,,,,,,,,,,,,,,,,,,,,,,
1854_franklin_canyon_dr,1854 Franklin Canyon Dr,"<p><strong>If you are looking for a place to buy or rent, we know what to offer you. </strong></p>
<p><span style=""text-decoration: underline;"">Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. </span></p>
<p>We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. You need a place to hide from everyday fuss and have a cup of tea with your friends and relatives. <span style=""text-decoration: underline;"">Or, maybe, you are going to find a place for loud parties you are going to organize for your mates and colleagues.</span> No matter what you wish to turn it into, the most important thing is to find the suitable one for your particular occasion and that is our task. We have a long list of multitude propositions. Homes for sale, homes for rent, professional recommendations what to pay attention at, price scale for various budget solutions. Trust our experience and we will help you make the right choice.</p>
<p>Our website is made to become your reliable guide being organized in a simple manner, so you can easily find the needed proposition. True-to-life photos, comprehensive descriptions. We are always ready to get in touch and answer all your questions. All information is carefully checked and constantly renewed. Let us take all your troubles concerning the new place search. You will be pleased with the result. <em>Enjoy the new place purchase without worrying about lots aspects and nuances we can easily solve. Your trust will be justified.</em> Taking into consideration all your demands and wishes we will find an ideal solution: neighbors, area, number of rooms, floor, condo or house - individual approach to each client is our main principle. We know that search for a suitable house and its purchase can't be compared with everyday shopping. First of all, it is more expensive and requires a more careful attitude. If you are going to find a new home, then you are looking for a place where you can just forget about all your problems and relax. </p>",Apparelix,Golf Course Homes,"Blog, Condos, Homes",true,Title,Default Title,,,,,"",0.0,shopify,98,deny,manual,1800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1854_franklin_canyon_dr_1.png?v=1619020685,1,,false,,,,,,,,,,,,,,,,,kg,,,active
1854_franklin_canyon_dr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1854_franklin_canyon_dr_2.png?v=1619020685,2,,,,,,,,,,,,,,,,,,,,,,
1854_franklin_canyon_dr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1854_franklin_canyon_dr_3.png?v=1619020685,3,,,,,,,,,,,,,,,,,,,,,,
1854_franklin_canyon_dr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1854_franklin_canyon_dr_4.png?v=1619020685,4,,,,,,,,,,,,,,,,,,,,,,
1854_franklin_canyon_dr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0562/5135/1202/products/1854_franklin_canyon_dr_5.png?v=1619020685,5,,,,,,,,,,,,,,,,,,,,,,
